,Y,Treatment,X1,Confounder
0,5.41810105617664,1.0,0.0,0.4078508870244348
1,5.280628635785469,1.0,0.0,-0.08929146968660463
2,3.81163919110064,1.0,0.0,0.34711199125274744
3,3.1220296733621353,1.0,0.0,0.18188907067853147
4,3.8914645019638328,1.0,0.0,0.07823549284692748
5,-0.5632405428432927,0.0,0.0,-0.37849485727722665
6,2.4585335020375583,1.0,0.0,-0.06702831127778301
7,0.9762932651118756,1.0,0.0,0.09019890363176306
8,2.479726300095666,1.0,0.0,-0.16201293307894668
9,2.1788802538275798,1.0,0.0,0.15392567536667812
10,2.259931588230217,1.0,0.0,-0.2064287669194301
11,3.508091447140064,1.0,0.0,0.2889344823548687
12,3.814563742624759,1.0,0.0,0.2379542566834852
13,1.6648329335523777,1.0,0.0,-0.03693222478644799
14,2.0107981913044095,1.0,0.0,-0.18792406313486276
15,3.76627082794596,1.0,0.0,0.36423620853395555
16,1.7991246373655025,1.0,0.0,-0.1549769763954371
17,2.7660551844884083,1.0,0.0,-0.39557062122163744
18,3.231270707198502,1.0,0.0,0.5726648772870611
19,2.4158269882644263,1.0,0.0,0.5452953294848334
20,0.6219652134057658,1.0,0.0,-0.08909448442334007
21,2.0595932344369134,1.0,0.0,-0.2979856846968213
22,3.235822140882101,1.0,0.0,0.06526780127014954
23,1.7340358025005909,1.0,0.0,0.3314639546207849
24,1.0184685972352314,1.0,0.0,0.2585688475460303
25,2.5374597405203185,1.0,0.0,0.4816085260660621
26,2.2814548176952494,1.0,0.0,-0.11539666117127777
27,1.8797394901230782,1.0,0.0,0.019693674727201703
28,1.5215550104625384,1.0,0.0,0.07866700879668606
29,-0.8911854580595189,0.0,0.0,-0.5104935426659514
30,-1.0897689916152709,0.0,0.0,-0.26753632285641
31,2.571693689162893,1.0,0.0,0.2887954492553524
32,0.803360171106144,1.0,0.0,0.26544671117240615
33,0.19165064089760286,1.0,0.0,-0.1612771766413784
34,2.411073929474693,1.0,0.0,0.4207922218555029
35,3.773684562898336,1.0,0.0,-0.5980036098843761
36,2.4334629883261796,0.0,0.0,-0.4797843692339732
37,-2.234425488884717,0.0,0.0,-0.43593573467722924
38,2.424265772306744,1.0,0.0,-0.1925785778076026
39,2.401366081860851,1.0,0.0,-0.2363451637304833
40,2.9652969118938315,1.0,0.0,0.0025873013608697167
41,3.123641219432228,1.0,0.0,-0.21680819138537155
42,2.0557169358596674,1.0,0.0,0.45974583271276526
43,1.379912454233461,1.0,0.0,-0.6130291755325967
44,1.8013477499245174,1.0,0.0,-0.34781564913980034
45,0.5561627934301286,0.0,0.0,0.1264573519080943
46,-0.2994197582524727,1.0,0.0,-0.5707536766823499
47,1.747647169892229,1.0,0.0,0.5202197136665097
48,-1.4153705936019987,0.0,0.0,-0.420224619035561
49,1.862150759616365,1.0,0.0,-0.19445577680523074
50,2.1315642640360384,1.0,0.0,-0.3325123642973666
51,1.457790412709268,1.0,0.0,-0.29285556307278626
52,2.883579665326967,1.0,0.0,0.03850709737009356
53,1.8611758978608384,1.0,0.0,0.17962199565817544
54,3.307541283495829,1.0,0.0,-0.30498635628585635
55,1.8657854761707346,1.0,0.0,0.44196142196830224
56,2.3083102771927324,1.0,0.0,-0.028160025206797126
57,1.1568900883046935,1.0,0.0,-0.31471509647895657
58,1.7937318428803801,1.0,0.0,-0.31190900970095037
59,0.9968974217765149,0.0,0.0,0.006592954065265782
60,1.920881564810341,1.0,0.0,0.08413020637334988
61,1.8320450212786625,1.0,0.0,0.0047923816101696935
62,0.44331721248796774,0.0,0.0,-0.5785181299738437
63,2.870201665619569,1.0,0.0,-0.36935706932648704
64,1.725022905092065,1.0,0.0,0.2168436150211671
65,2.6926898827191756,1.0,0.0,0.26040990975174966
66,0.0866304302014469,1.0,0.0,0.363241816977748
67,1.9591207100215167,1.0,0.0,-0.506593299019619
68,-1.661816163032463,0.0,0.0,-0.6512636292303811
69,3.006796632360884,1.0,0.0,0.12949419844032145
70,-0.001826420076794566,1.0,0.0,-0.11735593857957821
71,1.8779415667496333,1.0,0.0,-0.2437896230907171
72,1.2181163005473932,1.0,0.0,0.7196797331543451
73,2.071258004521883,1.0,0.0,-0.19479825422342764
74,-0.41299405393616156,0.0,0.0,0.265449742118783
75,4.467733003973478,1.0,0.0,-0.46230826800265795
76,2.248169936457337,1.0,0.0,0.20535992851215903
77,0.7003392387566725,1.0,0.0,-0.39069101070382706
78,2.7495192212599884,1.0,0.0,0.24410920559443597
79,1.084312080658648,1.0,0.0,0.2429661959671523
80,0.1510690404391235,1.0,0.0,-0.5541674397342903
81,2.521346531765003,1.0,0.0,0.3201067107835723
82,0.18166971288517764,1.0,0.0,0.27548442614892577
83,2.2580212934847697,1.0,0.0,0.15147418296775764
84,1.8442120675538953,1.0,0.0,0.038510111787728986
85,3.1842418377946142,1.0,0.0,0.010004464323846433
86,1.4337469337391877,1.0,0.0,-0.20474180034025796
87,0.48439255872039433,0.0,0.0,-0.42426890339926343
88,1.4830947709277331,1.0,0.0,-0.6034279570629567
89,1.992292581563118,1.0,0.0,0.13058037489276664
90,2.062511177986709,1.0,0.0,0.6637800275163243
91,-0.2166201473125518,0.0,0.0,-0.13331794671693434
92,2.481570990209848,1.0,0.0,0.6479909420708311
93,2.190359186567559,1.0,0.0,0.0010673243132885658
94,-0.06480649771174862,1.0,0.0,-0.02689095851275433
95,2.7846260043378805,1.0,0.0,0.0013998769290043541
96,-0.2722503861481612,0.0,0.0,-0.06544304094777666
97,-1.7122633592670233,0.0,0.0,-0.8797532197607544
98,-0.5595779937524936,0.0,0.0,-0.6029678391521633
99,0.9041768187748631,1.0,0.0,-0.4019173199092729
