,Y,Treatment,Mediators
0,-2.1420925740246366,0.0,-1.7497654730546974
1,0.9494090940045128,1.0,2.342680403327502
2,-2.6850565234099744,0.0,1.153035802563644
3,-0.029791730991484584,0.0,-0.25243603652138985
4,-0.0035584703203000168,0.0,0.9813207869512316
5,1.6783782753369445,1.0,2.5142188413943822
6,0.1877227184541239,0.0,0.22117966922140045
7,1.7547030953973177,1.0,0.9299566694317067
8,2.2699940182352742,1.0,1.8105041691768247
9,1.3113361833433084,1.0,2.2550014442733817
10,-1.410898553525807,0.0,-0.4580269855026243
11,2.203930315596176,1.0,2.435163488122892
12,-0.5696138625240866,0.0,-0.5835950503226648
13,1.0182282029922716,1.0,2.816847071685779
14,1.8027182087507883,1.0,2.6727208057096608
15,-1.297125826694318,0.0,-0.10441114339062771
16,1.4533508442102578,0.0,-0.5312803768519098
17,2.950823829799925,1.0,3.029732685133346
18,-2.067615139883971,0.0,-0.43813562270441736
19,1.585619126446146,1.0,0.8816817537445638
20,-1.1358706093837987,0.0,1.6189816606752596
21,4.43211526211049,1.0,3.541605174513407
22,-1.4599691297565869,0.0,-0.251879139213213
23,0.692219080797353,1.0,1.1575642617487025
24,-0.19258319667369383,0.0,0.18451869056394285
25,-1.194796348171053,0.0,0.9370822011089522
26,1.131754862463962,0.0,0.7310003438348087
27,2.3209914453238674,1.0,3.3615561251453308
28,0.8130381909594376,0.0,-0.32623805920230253
29,0.7736121235638997,0.0,0.055676014854776905
30,-1.4421204789443434,0.0,0.22239960855530486
31,-1.5546902255982724,0.0,-1.4432169952253369
32,3.1071745100004486,1.0,1.2436476944055646
33,3.156389128836712,1.0,2.8164540110192857
34,-1.02964294025747,0.0,0.7504447615341785
35,1.7287481007578616,1.0,1.5440530725319979
36,-1.210179593257105,0.0,1.1896222680291255
37,1.6852299242107127,1.0,0.3093831736163959
38,0.40795589288381934,0.0,-1.3563990488613127
39,0.12156780738387807,0.0,-1.2324345139149262
40,-1.551152711270642,0.0,-0.5444391616724643
41,-0.8078028572139285,0.0,-0.6681717368134277
42,2.7814549444709216,1.0,2.007314563228903
43,1.4086443997816165,1.0,1.3870612645218374
44,4.399730186635393,1.0,3.2997480747553087
45,1.22342841190421,1.0,0.26690437634671893
46,-0.8624568964656021,0.0,-0.98331009912963
47,0.8525605843518337,0.0,0.3575077531673654
48,1.7895225661177627,1.0,0.38642149717782415
49,2.0192195360006617,1.0,3.4707138666121287
50,2.001649541384246,0.0,-1.1880175973177194
51,-0.30264610102460426,0.0,-0.5497461935354897
52,0.2312878279709974,0.0,-0.9400461615447682
53,0.06300414753962133,0.0,-0.8279323643658708
54,1.7073848198403314,1.0,2.1088634678336797
55,0.9792107977464937,1.0,2.50780959049232
56,3.4880671514930848,1.0,1.1377726534895203
57,-0.4097833343740086,0.0,1.249469742726979
58,1.0737838381793714,0.0,-0.07961124591739943
59,1.5480493764437853,1.0,1.1102685187349661
60,1.7706517393371353,1.0,1.1182016105169825
61,1.461461728964843,1.0,2.0186389494880603
62,0.8125233431728843,0.0,0.2378446219236218
63,0.3939482409841988,1.0,2.0135485486286124
64,3.534379913588791,1.0,0.364470600619178
65,-1.7084885817469144,0.0,-1.044209877709317
66,0.28350817577458876,0.0,0.6130388816875463
67,1.1334121679919427,0.0,0.7362052133238238
68,0.2415416427274213,1.0,3.0269214393997905
69,1.5624117603011574,1.0,0.5678093889410734
70,1.8407523887413861,1.0,0.1588116998132829
71,-1.5933766551433544,0.0,0.36609322616730366
72,0.13944652568224647,0.0,-0.3317771350528086
73,-0.8572262297696684,0.0,-0.6892179780897532
74,2.3824507066626563,1.0,4.0346075615049335
75,3.852595046775442,1.0,1.4492855880854072
76,2.710611137102462,1.0,2.7504533303268413
77,-0.343093487527692,0.0,-1.3069923390808191
78,-0.2706730018920814,0.0,0.5805733357942744
79,-1.6346337099253732,0.0,-1.1045230926622938
80,-0.34189952381260835,0.0,0.6901214702247076
81,1.95566239653134,1.0,2.686890066138405
82,0.030708338027380322,0.0,-1.566687529578391
83,-0.8677994006655647,0.0,0.9049741214666812
84,1.431613485020992,0.0,0.7788223993230673
85,1.8767735392220772,1.0,2.428232870596741
86,1.3227997977394552,1.0,2.1088719898979145
87,1.4156957876205962,1.0,2.0282836348230733
88,2.592288712820465,1.0,1.4211741752090115
89,2.1360044527164272,1.0,0.8005488008060688
90,3.349505584072224,1.0,0.2940479942618297
91,2.605365368116397,1.0,2.3691639571070056
92,3.639670339688685,1.0,3.8765734269621657
93,1.9834863947079597,0.0,-0.37690335016897475
94,0.0020620012423637757,0.0,1.8319360818255361
95,2.6499272857624856,1.0,2.003017434031214
96,1.806212579117346,1.0,1.9239765342753767
97,3.0182537417480697,1.0,2.0039575939875993
98,1.3537634274268546,1.0,1.814985889102886
99,0.954378840513514,0.0,-2.4871515352227695
